EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,title,
851381,HARRIS CO.,MC NAIR,9/18/2019,1556,Tornado, ,EF1,0,0,300000,0,TX,CST-6, ,141836,C,201,HGX,0,0,NWS Storm Survey, ,3.04,30,3,NNE,4,N,BAYTOWN HUMPHREY ARP,29.8409,-95.0007,29.8358,-94.9505,"EF-1 damage was surveyed from a late afternoon tornado that touched down near the intersection of Haney Road and Barbers Hill Road. The tornado tracked to the east-southeast across a field and then crossed Garth Road, North Main Street and Hadden Road. The most significant damage on North Main Street was the loss of a metal roof on a home along with large tree limbs and the trunk of a tree snapped. A barn at a feed store was severely damaged. Trees were uprooted in a tree line behind the feed store between North Main and Hadden. Some large limbs were also downed on Hadden near the end of the damage path.","A weak surface low pressure system strengthened into Tropical Storm Imelda just after noon on September 17th around 15 miles south southwest of Freeport. Imelda moved onshore near Freeport and quickly weakened to a tropical depression. Imelda moved very slowly to the north-northwest then north-northeast over the next few days and produced a few heavy rain bands that caused devastating flooding across portions of Southeast Texas...with maximum amounts over 40 inches falling mainly over a 24 hour period.  Imelda is the 7th wettest tropical cyclone to impact the United States, the 5th wettest in the contiguous United States, and the 4th wettest in the state of Texas. Although fresh water flooding was the main impact, an EF-1 tornado also occured in a cell within one of the leading bands from the storm. This damaged an area on the north side of Baytown near the Highlands.",40,,
5404777,HARRIS CO.,TOMBALL,5/1/2004,745,Tornado, ,F1,0,1,275000,0,TX,CST, ,1172280,C,201,HGX,0,0,TRAINED SPOTTER, ,0.5,45, , , , ,TOMBALL,30.1,-95.62,30.1,-95.62,F1 tornado near Highway 149 and Graham Street caused significant townhouse roof damage. A bank and a grocery store were also damaged and a car was overturned at a local dealership. Trees were also downed.,,41,,
5160527,HARRIS CO.,KATY,11/24/2000,122,Tornado, ,F1,0,1,250000,0,TX,CST, ,1104771,C,201,HGX,0,0,NWS STORM SURVEY, ,1,50,3,E,3,E,KATY,29.8,-95.75,29.8,-95.75,"Tornado near intersection of Grand Parkway and Colonial Parkway.  Tornado damaged portion of roof on Albertson's warehouse then flipped over two office trailers.  Several homes damaged in Williamsburg Hamlet subdivision with roof damage to three homes, windows blown out, and major fence damage.  One home completely destroyed.  One man was injured in a tractor-trailer that flipped over on the Grand Parkway.",,42,,
5326956,HARRIS CO.,SHOREACRES,12/30/2002,2125,Tornado, ,F0,0,0,250000,0,TX,CST, ,1145665,C,201,HGX,0,0,EMERGENCY MANAGER, ,0.5,30, , , , ,SHOREACRES,29.62,-95.02,29.62,-95.02,Tornado briefly touched down before moving to the northeast into Galveston Bay as a waterspout. Several boats at the Houston Yacht Club were overturned and a large section of a metal roof was destroyed.,"Exactly one week after the December 23rd outbreak, Southeast Texas received another round of severe weather as the next storm system moved out of the southwestern U.S. toward Texas. This event only lasted three hours (compared to eighteen hours on the 23rd). This event only had three tornadoes (compared to ten on the 23rd). However, damage from two of these three tornadoes was significant due to the fact that it occurred over heavily populated areas. This event had no injuries, and the total damage cost was just under $450,000.",43,,
5394636,HARRIS CO.,BELLAIRE,4/10/2004,1845,Tornado, ,F1,0,0,250000,0,TX,CST, ,1168525,C,201,HGX,0,0,NWS STORM SURVEY, ,0.5,50,3,W,3,W,BELLAIRE,29.7,-95.53,29.7,-95.53,"Tornado damaged shopping center at Ranchester and Bellaire intersection. Shopping center building received significant damage to its eastern rear and western front windows. Cars in shopping center parking lot were damaged with one overturned on its side. A residential neighborhood on the south side of Bellaire Street, Sharpstown County Club Terrace, received tree and fencing damage. Reports of cars overturned and window damage at the intersection of Bellaire Street and Hwy 8 approximately 1/2 mile west of the aforementioned shopping center (Key Map 530E-J).",,44,,
238248,HARRIS CO.,STEWART HGTS,6/8/2010,957,Tornado, ,EF0,0,0,250000,0,TX,CST-6, ,38662,C,201,HGX,0,0,NWS Storm Survey, ,0.14,10,2,SE,2,SE,STEWART HGTS,29.7292,-94.9432,29.7302,-94.9412,A weak tornado caused significant roof damage to Bay Harbor apartment complex in Baytown. Approximately 16 units were damaged with the loss of one roof. Another roof was partially lifted and thrown.,A large complex of showers and thunderstorms raced northward out of the Gulf of Mexico associated with an upper level disturbance. This activity generated mostly strong winds across the area.,45,,
5451177,HARRIS CO.,BELLAIRE,5/29/2005,2145,Tornado, ,F1,0,2,240000,0,TX,CST, ,1189364,C,201,HGX,0,0,NWS STORM SURVEY, ,2,75,3,SW,3,SW,BELLAIRE,29.67,-95.52,29.67,-95.52,Tornado traveled northeast from Fondren to Bellfort to Dunlap to North Braeswood. Damage included a building collapse at Larkwood and Fondren where a second floor fell into the first floor (two injuries). 78 units in 5 apartment complexes were damaged. Many vehicle windows were shattered in a parking lot at the Bankside Village Apartments. Trees were down at Hillcroft and Braeswood and at Braeswood and Dunlap.,,46,,
5331992,HARRIS CO.,BAYTOWN,11/17/2003,2230,Tornado, ,F1,0,3,225000,0,TX,CST, ,1163876,C,201,HGX,0,0,LAW ENFORCEMENT, ,1.5,50, , , , ,BAYTOWN,29.72,-95.05,29.72,-95.05,Tornado down in southeast Baytown with 54 apartment units in 4 buildings damaged and several homes receiving roof damage. A few minor injuries.,"



A total of 24 tornadoes touched down during this 15 hour period of severe weather in southeastern Texas on November 17, 2003. In addition to these tornadoes, a major flood developed over Harris and surrounding counties during the middle of this tornadic outbreak. Over 300 homes, along with hundreds of vehicles, were flooded.

These tornadic storms developed over parts of Wharton and Matagorda counties shortly after sunrise with the first confirmed tornado occurring just east of El Campo around 9:00 am. Strong 500mb upper level troughing over the western U.S. moved from west to east across the Southern Plains. The polar jet stream associated with this 500 millibar trough surged into west Texas and then curved sharply northeastward into the Central Plains. The sub-tropical jet stream was oriented west to east across deep southern Texas. This jet stream pattern was the impetus to strong lower level convergence due to the enhanced upper level divergence. Low level moisture had substantially increased and was about 200 percent of normal by 6 AM. Vertical wind profiles also showed a great deal of low level wind shear with the greatest shear occurring in the lowest 2000 feet. In addition, these veering wind speeds rapidly increased with height. A focus for the thunderstorm development was provided by a weak low level boundary which was aligned southwest to northeast, or generally along the U.S. Highway 59 corridor. This feature was nearly-stationary and thunderstorms repeatedly developed and moved along this boundary. The axis of heaviest rain was coincident with this boundary.",47,,
5149975,HARRIS CO.,HOUSTON,5/2/2000,115,Thunderstorm Wind, , ,0,0,200000,0,TX,CST, ,1096605,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Numerous trees and power lines down across the northern half of Harris County.  Roof damage to hotel on US 290 in northwest Houston.,,48,,
5149614,HARRIS CO.,NORTH PORTION,5/19/2000,1720,Flash Flood, , ,0,0,200000,0,TX,CST, ,1096610,C,201,HGX,0,0,TRAINED SPOTTER, , , , , , , ,NORTH PORTION, , , , ,"Major flooding on Greens, Airtex, Rankin, and Aldine-Westfield Roads with 4 homes damaged.  One foot of water in approach control tower at Intercontinental Airport.",,49,,
5149701,HARRIS CO.,NORTHEAST PORTION,5/19/2000,2100,Flash Flood, , ,0,0,200000,0,TX,CST, ,1096610,C,201,HGX,0,0,NEWSPAPER, , , , , , , ,NORTHEAST PORTION, , , , ,Four feet of standing water on streets in Kingwood.  Significant street flooding in Huffman.  Will Clayton Parkway underwater near Intercontinental Airport.,,50,,
5451178,HARRIS CO.,HOUSTON,5/29/2005,2145,Lightning, , ,0,0,200000,0,TX,CST, ,1189364,C,201,HGX,0,0,NEWSPAPER, , , , , , , ,HOUSTON, , , , ,Lightning strike sparked a fire that destroyed a church sanctuary.,,51,,
5513982,HARRIS CO.,SPRING,6/22/2006,1630,Flash Flood, , ,0,0,200000,0,TX,CST, ,1213254,C,201,HGX,0,0,BROADCAST MEDIA, , , , , , , ,SPRING, , , , ,40 vehicles were flooded per media helicopter shot of Spring.,,52,,
579261,HARRIS CO.,JEANNETTA,5/24/2015,533,Tornado, ,EF0,0,4,200000,0,TX,CST-6, ,96338,C,201,HGX,0,0,NWS Storm Survey, ,0.5,50,0,SSE,0,ENE,JEANNETTA,29.674,-95.528,29.681,-95.526,"A fast moving tornado briefly touched down at two points in southwest Houston. There was damage to a storage facility along and just west of Gessner Road, an apartment complex, and an office building. There were ten structures that had roof damage at the apartment complex, including one with complete roof removal and interior wall damage. A twelve story glass fa��ade building just south of the apartment complex along Bissonnet Street had several north facing windows blown out. Damage was indicative of an EF1 tornado. There were four minor injuries at the apartment complex where the most significant damage occurred.",An upper disturbance initiated a large thunderstorm complex that traveled across southeastern Texas. This line produced damaging severe thunderstorm gusts and an EF-1 tornado along its eastward progression across the Houston area.,53,,
602186,HARRIS CO.,HIGHLANDS,10/31/2015,559,Tornado, ,EF0,0,0,200000,0,TX,CST-6, ,100589,C,201,HGX,0,0,NWS Storm Survey, ,3.3,50,2,WNW,1,E,BARRETT,29.8281,-95.0771,29.8712,-95.0533,An EF-0 tornado began in the Rio Villa subdivision along the San Jacinto River where|several homes received minor roof damage. The tornado damage ended near Evangeline street in Barrett where there was mainly tree and power line damage. The estimated peak wind was 75 mph.,Tornadoes formed along a near coastal county warm frontal boundary that was downstream of a central Texas cold front.,54,,
633234,HARRIS CO.,HOUSTON HOOKS ARPT,4/27/2016,343,Tornado, ,EF0,1,0,200000,0,TX,CST-6, ,103952,C,201,HGX,0,0,NWS Storm Survey, ,0.41,40,2,N,2,N,HOUSTON HOOKS ARPT,30.0982,-95.5511,30.096,-95.545,"NWS surveyed storm damage in the Willow Creek area. A west-northwest to east-southeast damage path was found just less than a half mile long. Numerous large trees were uprooted, several onto homes. An elderly woman died with a large tree crashed into her mobile home. Soils were extremely soft from recent rains and flooding.",A late night through early morning storm system moved east and southeast across the area and produced strong winds and an EF-0 tornado.,55,,
14659,HARRIS CO.,HOUSTON,3/31/2007,530,Thunderstorm Wind,59, ,0,0,195000,0,TX,CST-6,EG,2792,C,201,HGX,0,0,Emergency Manager, , , ,0,N,0,N,HOUSTON,29.73,-95.37,29.73,-95.37,"Damage in and around the Houston area from this squall line included trees down (several on vehicles), fences damaged and extensive roof damage to several area businesses and apartments.",A pre-frontal trough well ahead of a central Texas cold front slowed as it approached the coastal counties. This boundary became the focus for severe thunderstorms along the coast and neighboring inland counties.,56,,
5160521,HARRIS CO.,HOUSTON,11/12/2000,1940,Thunderstorm Wind, , ,0,2,150000,0,TX,CST, ,1104770,C,201,HGX,0,0,NWS STORM SURVEY, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Extensive roof damage to an apartment complex on the south side of Houston on Barberry (near Cullen) with 2 injuries nearby from flying glass.  Extensive tree damage in area.  Winds estimated between 80 and 100 mph.,,57,,
5160523,HARRIS CO.,HOUSTON,11/12/2000,1950,Thunderstorm Wind, , ,0,0,150000,0,TX,CST, ,1104770,C,201,HGX,0,0,NWS STORM SURVEY, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,"Damage to carports, awnings, and fences, and several large trees down in southeast Houston.  Roof damage to Wurthing High School.",,58,,
588492,HARRIS CO.,DEER PARK,8/19/2015,1502,Lightning, , ,0,0,150000,0,TX,CST-6, ,97880,C,201,HGX,0,0,Broadcast Media, , , ,1,S,1,S,DEER PARK,29.69,-95.12,29.69,-95.12,A lightning strike caused a fire that destroyed a home in Deer Park.,A lightning strike from an afternoon thunderstorm destroyed a home in Deer Park.,59,,
690635,HARRIS CO.,BELLAIRE,3/29/2017,934,Tornado, ,EF0,0,0,150000,0,TX,CST-6, ,113876,C,201,HGX,0,0,NWS Storm Survey, ,0.27,50,0,WSW,0,WNW,BELLAIRE,29.6984,-95.4873,29.702,-95.4855,Storm survey showed damage thrown in multiple directions. Numerous witnesses reported swirling debris. One person witnessed a funnel cloud briefly touch down at apartment complex.,"A line of thunderstorms moved across southeast Texas during the morning and afternoon hours and produced several tornadoes, hail, wind damage and some flooding.",60,,
807377,HARRIS CO.,ALTA VISTA,4/7/2019,1142,Tornado, ,EF1,0,0,150000,0,TX,CST-6, ,134634,C,201,HGX,0,0,NWS Storm Survey, ,0.73,50,1,S,1,S,ALTA VISTA,29.6502,-95.2018,29.6579,-95.2002,This EF-1 tornado snapped numerous street poles and destroyed a building when its west facing wall collapsed. There was considerable tree damage with large limbs stripped and trunks snapped.,"A storm system moved across the area during the day and produced large hail, damaging winds and tornadoes.",61,,
5458683,HARRIS CO.,LA PORTE,7/6/2005,1630,Thunderstorm Wind,55, ,0,0,115000,0,TX,CST,EG,1193070,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,LA PORTE,29.67,-95.02,29.67,-95.02,"Gate and roof damage, overturned trailers and car windows blown out around a chemical plant.",,62,,
5458960,HARRIS CO.,CLOVERLEAF,7/14/2005,1330,Flash Flood, , ,0,0,115000,0,TX,CST, ,1193074,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,CLOVERLEAF,29.63,-95.37,29.63,-95.37,Flash flooding along Interstate 10 East in the Uvalde and Cloverleaf areas and also in and around Downtown Houston and the University of Houston areas. Ten homes and two apartments in the Cloverleaf area had flood damage. Some rainfall amounts/rates measured by Harris County rainfall gages included: 0.75 in 5 minutes," 1.81"" in 15 minutes and 2.64"" in 30 minutes at Carpenters Bayou@Wallisville (Gage ID 1440)"," 3.31"" in 1 hour at Buffalo Bayou@Shephard (Gage ID 2240) and 4.84"" in 3 hours at Carpenters Bayou@I-10 (Gage ID 1420).""",,63
118253,HARRIS CO.,ALMEDA,6/21/2008,1704,Tornado, ,EF0,0,0,110000,0,TX,CST-6, ,19887,C,201,HGX,0,0,Emergency Manager, ,1.02,50,2,N,1,NNE,ALMEDA,29.6241,-95.432,29.6138,-95.42,An EF0 tornado produced damage to residential and mobile homes near the intersection of Darlinghurst and Fleetwood Streets and also near the intersection of Almeda and Fuqua Roads. Two homes were damaged on Fleetwood with one roof blown completely off and large trees being downed. There were also large tree limbs down across the entire area.,A strong line of southwestern-moving thunderstorms created severe weather across the region.,64,,
5149231,HARRIS CO.,HOUSTON,5/3/2000,1655,Thunderstorm Wind, , ,0,0,100000,0,TX,CST, ,1096606,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Billboard damaged at I-10 and Silber with debris blown onto I-10.  Numerous trees down in northwest Houston.,,65,,
5164024,HARRIS CO.,JERSEY VILLAGE,7/23/2000,1435,Thunderstorm Wind,52, ,0,0,100000,0,TX,CST,E,1099083,C,201,HGX,0,0,TRAINED SPOTTER, , , , , , , ,JERSEY VILLAGE,29.88,-95.57,29.88,-95.57,Fiberglass roof blown off nursery at FM 1960 and Jones Rd. with numerous light poles blown down.,,66,,
5156339,HARRIS CO.,HOUSTON,8/2/2000,1545,Thunderstorm Wind, , ,0,0,100000,0,TX,CST, ,1102139,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Numerous trees down in north and northeast parts of Houston.  One car struck by tree.,,67,,
5156341,HARRIS CO.,HOUSTON,8/2/2000,1600,Thunderstorm Wind, , ,0,0,100000,0,TX,CST, ,1102139,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Numerous trees down in northern and central parts of Houston.,,68,,
5156413,HARRIS CO.,HOUSTON,8/11/2000,1845,Thunderstorm Wind, , ,0,0,100000,0,TX,CST, ,1102140,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,"Numerous trees down in West University, River Oaks, Medical Center, and downtown areas.",,69,,
5156414,HARRIS CO.,SOUTH HOUSTON,8/11/2000,1920,Thunderstorm Wind, , ,0,0,100000,0,TX,CST, ,1102140,C,201,HGX,0,0,BROADCAST MEDIA, , , , , , , ,SOUTH HOUSTON,29.67,-95.23,29.67,-95.23,Trees down on homes in southeast Houston.,,70,,
5156419,HARRIS CO.,HOUSTON HOBBY ARPT,8/22/2000,1028,Thunderstorm Wind,68, ,0,0,100000,0,TX,CST,M,1102142,C,201,HGX,0,0,AWOS,ASOS,MESONET,ETC, , , , ,HOUSTON HOBBY ARPT,29.65,-95.28,29.65,-95.28,Wind gust to 78 mph at Hobby Airport.  Walls were knocked off buildings at Atlantic Aviation with stairwell knocked off building.,,71,,
5159172,HARRIS CO.,COUNTYWIDE,11/5/2000,2310,Thunderstorm Wind, , ,0,0,100000,0,TX,CST, ,1104769,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,29.83,-95.45,29.83,-95.45,Numerous trees down across western part of county.,,72,,
5319695,HARRIS CO.,SOUTHEAST PORTION,10/24/2002,1625,Flash Flood, , ,0,0,100000,0,TX,CST, ,1144440,C,201,HGX,0,0,LAW ENFORCEMENT, , , , , , , ,SOUTHEAST PORTION, , , , ,Flooding occurring on Almeda and Beamer Roads. El Dorado Road under 1 to 2 feet of water.,,73,,
5394638,HARRIS CO.,BELLAIRE,4/10/2004,1847,Thunderstorm Wind,50, ,0,0,100000,0,TX,CST,EG,1168525,C,201,HGX,0,0,TRAINED SPOTTER, , , , , , , ,BELLAIRE,29.7,-95.48,29.7,-95.48,Trees down and fence damage between Bellaire and Beechnut Streets in SW Bellaire. Gas station canopy blown off at the intersection of Beechnut and I-610 (Key Map 531L-M).,,74,,
5411734,HARRIS CO.,PASADENA,6/4/2004,1815,Hail,1.75, ,0,0,100000,0,TX,CST, ,1174986,C,201,HGX,0,0,TRAINED SPOTTER, , , , , , , ,PASADENA,29.7,-95.2,29.7,-95.2,Hail at Pasadena Blvd and Red Bluff Road.,,75,,
5509463,HARRIS CO.,HOUSTON HOOKS ARPT,5/4/2006,1540,Hail,3, ,0,0,100000,0,TX,CST, ,1210632,C,201,HGX,0,0,AMATEUR RADIO, , , ,3,SSE,3,SSE,HOUSTON HOOKS ARPT,30.03,-95.53,30.03,-95.53,Quarter to tea cup size hail in the Champions Forest Subdivision.,,76,,
2904,HARRIS CO.,TOMBALL,10/26/2006,2000,Flash Flood, , ,0,0,100000,0,TX,CST-6, ,636,C,201,HGX,0,0,Broadcast Media,Heavy Rain, , ,0,N,0,N,TOMBALL,30.1,-95.62,30.1,-95.62,Flooded furniture store with six inches of water. Few Tomball area businesses and homes were reported flooded. Houston Flood Control District rain guages were measuring near four inch per hour rainfall rates.,Training thunderstorms moving across eastern Texas created flooding problems as the ground was already saturated from earlier month and morning rainfall.,77,,
354347,HARRIS CO.,HUFFMAN,11/8/2011,1337,Tornado, ,EF1,0,0,100000,0,TX,CST-6, ,59216,C,201,HGX,0,0,NWS Storm Survey, ,0.35,150,5,WNW,5,WNW,HUFFMAN,30.0536,-95.1519,30.0583,-95.1495,Extensive damage along Hidden Lakes Drive in Kingwood. Numerous trees were snapped our uprooted. Numerous homes had broken windows and partial roof damage. Tornado was rated EF1 on the Enhanced Fujita Scale.,Thunderstorms moved across Southeast Texas producing areas of damage and at least two tornadoes.,78,,
541435,HARRIS CO.,MOONSHINE HILL,8/1/2014,4,Flash Flood, , ,0,0,100000,0,TX,CST-6, ,89798,C,201,HGX,0,0,Public,Heavy Rain, , ,1,WNW,0,WNW,PASADENA,29.9859,-95.2666,29.7036,-95.2062,"Heavy rain caused flooding to enter homes in the Aldine Bender area. There were several flooded roadways in and around the northern Houston area, generally located inside the Sam Houston Beltway. Some notable one hour rainfall rates were 4.16 inches at Greens Bayou and Highway 59 and 3.96 inches at Jefferson and Highway 59.","Thunderstorms formed ahead of a weak cold frontal boundary. Storm motion was very slow as convection was enhanced by passing shortwave disturbances, while interacting with outflow boundaries from sea breeze initiated thunderstorms.",79,,
579534,HARRIS CO.,SPRING,5/30/2015,1554,Flash Flood, , ,0,0,100000,0,TX,CST-6, ,96355,C,201,HGX,0,0,Broadcast Media,Heavy Rain, , ,3,NW,2,SSE,HOUSTON HULL ARPT,30.1143,-95.4547,29.5997,-95.6387,"Heavy rains in and around the Houston area on already very saturated grounds caused significant flooding. Water was up to 1.50 feet deep in some areas resulting in numerous road closures. Locations from the Spring and Kingwood areas southward into Downtown Houston and the Jacinto areas, then southward and southwestward into the University of Houston, Gulfgate Mall and Bellaire areas received some of the heaviest rainfall with these storms. Vehicles were underwater around the underpass of Interstate 45 and Elgin. Some of the most notable rainfall rates were 2.28 inches in thirty minutes in the Sienna Plantation area and 3.38 inches in three hours near the intersection of Highway 59 and Jefferson.",Late afternoon through early evening flash flooding developed as a result of deep tropical moisture in combination with daytime heating and a slowly sagging cold front.,80,,
681971,HARRIS CO.,BAYSIDE TERRACE,3/29/2017,1400,Tornado, ,EF0,0,0,100000,0,TX,CST-6, ,113876,C,201,HGX,0,0,NWS Storm Survey, ,2,200,1,NNW,0,ESE,MORGANS PT,29.633,-95.0278,29.6689,-94.9966,This EF-0 tornado is the second brief tornado from the larger mesocyclone associated with a fast moving HP supercell. It began along or just east of Highway 146 near or just south of Main Street and ended at Southern Morgan's Point near the Bay. There was considerable damage to trees and power lines across much of La Porte east of Highway 146. This location made tornado identification difficult as the area also was located within strong south southeasterly inflow winds followed by stronger westerly straight line winds as the first couplet gusted out and a secondary couplet evolved over the Barbours Cut Port Facility. It appears this tornado likely moved across the city roughly from west to east from the same velocity couplet which produced the first brief tornado in Pasadena as it rotated around the larger mesocyclone. Estimated peak winds were 70 to 80 mph.,"A line of thunderstorms moved across southeast Texas during the morning and afternoon hours and produced several tornadoes, hail, wind damage and some flooding.",81,,
720674,HARRIS CO.,LAKE HOUSTON,8/26/2017,330,Tornado, ,EF0,0,0,100000,0,TX,CST-6, ,119753,C,201,HGX,0,0,Broadcast Media, ,1.02,30,2,S,2,SW,LAKE HOUSTON,29.9243,-95.1516,29.9347,-95.1704,"Report of tornado touchdown resulting in damage to trees, fences and roofs in Lakeshore and Summerwood subdivisions. Tornado initially sighted by the public over southern portions of Lake Houston.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",82,,
886362,HARRIS CO.,GALENA PARK,5/15/2020,1440,Flash Flood, , ,0,0,100000,0,TX,CST-6, ,147394,C,201,HGX,0,0,Department of Highways,Heavy Rain, , ,1,SSE,2,E,GENOA ARPT,29.7134,-95.2225,29.6264,-95.1746,Flooding was reported in southeastern Harris County from the Pasadena and Deer Park areas down into El Lago and Seabrook. 60 to 80 apartments near the Shaver Street and East Edgebrook Drive intersection were flooded with about one to two inches of water. There was high water and stranded vehicles at Spencer Highway and Beltway 8. Web cameras showed flood water inundation on State Highway 225 near Richey Street. Local media were showing pictures of flooded roads in the El Lago and Seabrook areas.,An upper low produced helped trigger scattered slow moving thunderstorms within an unstable warm and very moist air mass.,83,,
5326841,HARRIS CO.,HOUSTON,12/23/2002,2115,Thunderstorm Wind,61, ,0,0,75000,0,TX,CST,E,1145664,C,201,HGX,0,0,AMATEUR RADIO, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Power lines down from estimated 70 mph winds at Westheimer and FM 1093.,"This December 23rd tornado and severe thunderstorm outbreak developed as a strong upper level low pressure system moved out of the southwestern U.S. and off to the east and northeast across the state of Texas. Abundant low level moisture was already in place across southeast Texas. Very strong shear, or turning and strengthening of the winds with height, was expected to last throughout the day. A warm front moved northward throughout the day and became a focus for the development of showers and thunderstorms. With the strong shear present, a significant number of thunderstorms quickly became severe. During an eighteen hour stretch, ten tornadoes and several large hail events were reported mainly north and west of the Houston area.  Locations from the Houston area to the beaches felt the brunt of this event in the evening when a squall line rapidly moved eastward toward the coast. Three injuries and over $800,000 in damage occurred with this outbreak.",84,,
5394642,HARRIS CO.,BAYTOWN,4/10/2004,1950,Thunderstorm Wind,60, ,0,0,75000,0,TX,CST,EG,1168525,C,201,HGX,0,0,NWS STORM SURVEY, , , , , , , ,BAYTOWN,29.72,-95.05,29.72,-95.05,Straight line wind damage at an apartment complex (3800 Baker Drive). Rear building's roof was ripped off with surrounding buildings receiving siding damage.,,85,,
5413459,HARRIS CO.,HOUSTON,7/25/2004,1430,Thunderstorm Wind,50, ,0,0,75000,0,TX,CST,EG,1176210,C,201,HGX,0,0,UTILITY COMPANY, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Numerous trees down in the Houston metro area.,,86,,
5509466,HARRIS CO.,SPRING,5/4/2006,1555,Hail,1.5, ,0,0,75000,0,TX,CST, ,1210632,C,201,HGX,0,0,BROADCAST MEDIA, , , , , , , ,SPRING,30.08,-95.42,30.08,-95.42,Ping pong ball size hail caused significant damage to vehicles.,,87,,
32196,HARRIS CO.,ALDINE,5/10/2007,2034,Flash Flood, , ,0,0,75000,0,TX,CST-6, ,5512,C,201,HGX,0,0,Amateur Radio,Heavy Rain, , ,2,S,2,S,ALDINE,29.9011,-95.38,29.9011,-95.38,Numerous flooded vehicles. An estimated 100-plus vehicles trapped due to impassable Interstate 45 feeder road flooding. Flooded vehicles near Kirkwood Road and Briar Forest Drive. Streets were flooded and impassable along Aldine-Bender Road northbound.,Bands of thunderstorms moved in from the southwest and affected Houston metro in the early evening hours.,88,,
189903,HARRIS CO.,HUMBLE,9/21/2009,1515,Lightning, , ,0,0,75000,0,TX,CST-6, ,32426,C,201,HGX,0,0,Newspaper, , , ,5,NNE,5,NNE,HUMBLE,30.0693,-95.2063,30.0693,-95.2063,Lightning struck a home in Kingwood and caused extensive damage.,A severe thunderstorm developed during afternoon peak heating and produced strong and damaging winds.,89,,
478128,HARRIS CO.,JERSEY VILLAGE,9/20/2013,1900,Flash Flood, , ,0,0,75000,0,TX,CST-6, ,79745,C,201,HGX,0,0,Public,Heavy Rain, , ,1,ESE,1,SSE,HIGHLAND HGTS,29.8722,-95.555,29.863,-95.4279,Heavy rain occurred over western Houston that lead to flash flooding. There were numerous stalled cars in high water near the Highway 290 and 610 loop intersection and also along Chimney Rock road just south of Highway 59. Harris County Flood Control District rain guages measured between 4 to 5 inches over those areas.,Arewide thunderstorms produced localized flooding that resulted in metro flooding in and around the city of Houston.,90,,
602180,HARRIS CO.,ELLINGTON FIELD,10/31/2015,422,Tornado, ,EF0,0,0,75000,0,TX,CST-6, ,100589,C,201,HGX,0,0,NWS Storm Survey, ,0.76,30,0,NE,1,NNE,ELLINGTON FIELD,29.6015,-95.1286,29.6081,-95.1267,A brief EF-0 tornado caused damage to homes near the intersection of Clear Lake City Boulevard and El Dorado Boulevard. The estimated peak wind was 85 mph.,Tornadoes formed along a near coastal county warm frontal boundary that was downstream of a central Texas cold front.,91,,
