EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5160317,ORLEANS PAR.,NEW ORLEANS,11/06/2000,1345,Thunderstorm Wind, , ,0,0,50000,0,LA,CST, ,1104452,C,71,LIX,0,0,NWS STORM SURVEY, , , , , , , ,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"Thunderstorm wind gusts caused property damage in several areas of New Orleans near the Mississippi River. The convention center in the central business district had a small part of roofing material peeled off. A lumber yard in the Bywater area had outdoor wood storage bins heavily damaged by wind gusts.","",12
5256446,ORLEANS PAR.,NEW ORLEANS,06/05/2001,1300,Flood, , ,0,0,0,0,LA,CST, ,1118144,C,71,LIX,0,0,NEWSPAPER, , , , , , , ,NEW ORLEANS, , , , ,"Widespread street flooding occurred.","Outer rainbands on the eastern periphery of the circulation of Tropical Storm Allison which moved slowly across southeast Texas affected southeast Louisiana beginning late on June 5th, producing heavy rainfall over much of southeast Louisiana. The areas from Baton Rouge extending south to Thidadaux were particularly hard hit on June 6th and June 7th.  By early June 8th, many location had received 10 to 18 inches of rain. Periods of torrential rain overwhelmed local drainage and created severe ponding of water which flooded numerous roadways and low lying areas, with many houses and some businesses flooded. Northern Lafourche Parish was particularly hard hit by flash flooding and severe ponding of water, with hundreds of houses flooded. Another round of heavy rainfall  developed on June 10 and June 11 as the remnant circulation of Tropical Storm Allison moved over southeast Louisiana and intensified. The flash flooding on those dates is described in separate episode listed below.  Wind and tornado damage caused by Tropical Storm Allison is also included in a separate episode below. 

By the end of the event on June 11th, storm total rainfall of 15 to 25 inches was common with some location reporting up nearly 30 inches near Thibodaux. Moderate to major river flooding occurred on the lower portions of the  Amite and Comite Rivers with the highest waters levels observed since 1983. Approximately 1800 people were reported to have left their homes in East Baton Rouge Parish due to flooding or the threat of flooding. Hundreds of homes were flooded in East Baton Rouge, Livingston, and Ascension Parishes. Significant flooding also occurred along Bayou Manchac affecting Ascension and Iberville Parishes. A levee broke along Bayou Manchac early on June 11th, flooding considerable low land acreage and roadways cutting off access to many houses.",13
5256324,ORLEANS PAR.,NEW ORLEANS,06/05/2001,1445,Thunderstorm Wind, , ,0,0,15000,0,LA,CST, ,1118142,C,71,LIX,0,0,NEWSPAPER, , , , , , , ,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"Several trees were blown down in the Uptown area of New Orleans.","Tropical Storm Allison moved into southeast Texas late of June 5, 2001 and eventually weakened, but remained over southeast Texas through June 9, 2001. Rainbands associated with the eastern periphery circulation of Tropical Storm Allison produced wind damage in widely scattered locations of southeast Louisiana as well as an isolated weak tornado.",14
5256447,ORLEANS PAR.,ALGIERS,06/07/2001,1400,Flash Flood, , ,0,0,25000,0,LA,CST, ,1118144,C,71,LIX,0,0,EMERGENCY MANAGER, , , , , , , ,ALGIERS, , , , ,"Severe street flooding occurred and several houses were flooded.","Outer rainbands on the eastern periphery of the circulation of Tropical Storm Allison which moved slowly across southeast Texas affected southeast Louisiana beginning late on June 5th, producing heavy rainfall over much of southeast Louisiana. The areas from Baton Rouge extending south to Thidadaux were particularly hard hit on June 6th and June 7th.  By early June 8th, many location had received 10 to 18 inches of rain. Periods of torrential rain overwhelmed local drainage and created severe ponding of water which flooded numerous roadways and low lying areas, with many houses and some businesses flooded. Northern Lafourche Parish was particularly hard hit by flash flooding and severe ponding of water, with hundreds of houses flooded. Another round of heavy rainfall  developed on June 10 and June 11 as the remnant circulation of Tropical Storm Allison moved over southeast Louisiana and intensified. The flash flooding on those dates is described in separate episode listed below.  Wind and tornado damage caused by Tropical Storm Allison is also included in a separate episode below. 

By the end of the event on June 11th, storm total rainfall of 15 to 25 inches was common with some location reporting up nearly 30 inches near Thibodaux. Moderate to major river flooding occurred on the lower portions of the  Amite and Comite Rivers with the highest waters levels observed since 1983. Approximately 1800 people were reported to have left their homes in East Baton Rouge Parish due to flooding or the threat of flooding. Hundreds of homes were flooded in East Baton Rouge, Livingston, and Ascension Parishes. Significant flooding also occurred along Bayou Manchac affecting Ascension and Iberville Parishes. A levee broke along Bayou Manchac early on June 11th, flooding considerable low land acreage and roadways cutting off access to many houses.",15
5256516,ORLEANS PAR.,NEW ORLEANS,06/11/2001,100,Flash Flood, , ,0,0,50000,0,LA,CST, ,1118145,C,71,LIX,0,0,EMERGENCY MANAGER, , , , , , , ,NEW ORLEANS, , , , ,"Flooding of streets and some houses were reported in primarily in Algiers area and eastern sections.","Remnants of Tropical Storm Allison moved across southeast Louisiana during the night of June 10/11th. The circulation system strengthened and produced torrential rainfall in many locations of extreme southeast Louisiana. Rainfall of 5 to 10 inches fell overnight from Lafourche and Terrebonne Parishes northeastward across the New Orleans area and into St. Tammany and Washington Parishes. Runoff from the heavy rainfall produced flash flooding in many areas, with eastern St. Tammany Parish particularly hard hit. 

Heavy rainfall caused the Bogue Falaya River at Covington, St. Tammany Parish, to exceed flood stage from June 8th through June 13th. The river actually crested twice, once on June 8th and again on June 11th, approaching near record leves and producing major flooding.",16
5256526,ORLEANS PAR.,(NEW)LKFRNT ARPT NEW,06/19/2001,1028,Thunderstorm Wind,51, ,0,0,0,0,LA,CST,M,1118149,C,71,LIX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,(NEW)LKFRNT ARPT NEW,30.05,-90.03,30.05,-90.03,"","",17
5256585,ORLEANS PAR.,NEW ORLEANS,06/21/2001,1423,Hail,0.88, ,0,0,0,0,LA,CST, ,1118151,C,71,LIX,0,0,AMATEUR RADIO, , , , , , , ,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"","Strong to severe thunderstorms rapidly developed along the south shore of Lake Pontchartrain from St Charles Parish eastward through New Orleans. Dime to nickel size hail was reported and isolated reports of wind damage. Significant street flooding also occurred due to the torrential rainfall.",18
5256586,ORLEANS PAR.,NEW ORLEANS,06/21/2001,1430,Flood, , ,0,0,0,0,LA,CST, ,1118151,C,71,LIX,0,0,EMERGENCY MANAGER, , , , , , , ,NEW ORLEANS, , , , ,"","Strong to severe thunderstorms rapidly developed along the south shore of Lake Pontchartrain from St Charles Parish eastward through New Orleans. Dime to nickel size hail was reported and isolated reports of wind damage. Significant street flooding also occurred due to the torrential rainfall.",19
5292773,ORLEANS PAR.,COUNTYWIDE,04/08/2002,1315,Thunderstorm Wind, , ,0,0,15000,0,LA,CST, ,1133960,C,71,LIX,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,30.03,-89.88,30.03,-89.88,"A number of trees and large branches were blown down.  One tree fell on a house in Algiers.","",20
5292772,ORLEANS PAR.,(NEW)LKFRNT ARPT NEW,04/08/2002,1334,Thunderstorm Wind,57, ,0,0,0,0,LA,CST,M,1133959,C,71,LIX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,(NEW)LKFRNT ARPT NEW,30.05,-90.03,30.05,-90.03,"","",21
5292864,ORLEANS PAR.,LAKE CATHERINE,04/08/2002,1355,Thunderstorm Wind, , ,0,0,10000,0,LA,CST, ,1133979,C,71,LIX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,LAKE CATHERINE,30.13,-89.68,30.13,-89.68,"The roof of a fishing camp was blown off. Resident's anemometer  measured a wind gust of 79 mph.","",22
5299494,ORLEANS PAR.,NEW ORLEANS,05/30/2002,1135,Hail,0.75, ,0,0,0,0,LA,CST, ,1135872,C,71,LIX,0,0,NEWSPAPER, , , , , , , ,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"Dime size hail was observed near the Louisiana Superdome.","",23
5311244,ORLEANS PAR.,NEW ORLEANS,07/07/2002,1705,Thunderstorm Wind, , ,0,0,4000,0,LA,CST, ,1140332,C,71,LIX,0,0,NEWSPAPER, , , ,1,N,1,N,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"Thunderstorm winds capsized two small boats on the southern end of Lake Pontchartrain throwing four people into the lake.","",24
5311075,ORLEANS PAR.,NEW ORLEANS LAKEFRON,07/13/2002,1238,Thunderstorm Wind,56, ,0,0,0,0,LA,CST,M,1140293,C,71,LIX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,NEW ORLEANS LAKEFRON,30.05,-90.03,30.05,-90.03,"","",25
5311139,ORLEANS PAR.,NEW ORLEANS,07/13/2002,1250,Thunderstorm Wind, , ,0,0,250,0,LA,CST, ,1140306,C,71,LIX,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"A large tree was knocked down in New Orleans East along Interstate 10.","",26
5316460,ORLEANS (ZONE), ,08/04/2002,1800,Tropical Storm, , ,0,0,0,0,LA,CST, ,1143237,Z,62,LIX,0,0,EMERGENCY MANAGER, , , , , , , , , , , , ,"","Tropical Storm Bertha developed over the north central Gulf of Mexico on August 04, 2002 and moved inland over southeast Louisiana during the early morning of August 05, 2002. Bertha was only a minimal tropical storm and no tropical storm force winds were noted at any land stations. The tropical storm was downgraded to a depression shortly after moving inland over southeast Louisiana. Some localized flash flooding from heavy rainfall developed over coastal Mississippi and southeast Louisiana during the morning of August 5th, and again during the early morning hours of August 6th. Run-off from heavy rainfall caused a few rivers in St. Tammany Parish to exceed flood stage.",27
5316342,ORLEANS PAR.,NEW ORLEANS,08/17/2002,1225,Flood, , ,0,0,0,0,LA,CST, ,1143213,C,71,LIX,0,0,LAW ENFORCEMENT, , , , , , , ,NEW ORLEANS, , , , ,"Street flooding was reported in areas of New Orleans East.","",28
5316337,ORLEANS PAR.,NEW ORLEANS,08/22/2002,1148,Flood, , ,0,0,0,0,LA,CST, ,1143208,C,71,LIX,0,0,BROADCAST MEDIA, , , , , , , ,NEW ORLEANS, , , , ,"Street flooding was observed on a number of streets in the mid city area of New Orleans.","",29
5320886,ORLEANS (ZONE), ,09/14/2002,0,Tropical Storm, , ,0,0,0,0,LA,CST, ,1143966,Z,62,LIX,0,0,NWS STORM SURVEY, , , , , , , , , , , , ,"","Hanna developed out of a broad area of disturbed weather and low pressure in the Gulf of Mexico.  A tropical depression formed from the disturbance late on September 11th in the central Gulf of Mexico and meandered slowly across the central Gulf before becoming a tropical storm on the 13th about 255 miles south southwest of Pensacola, Florida.  Tropical Storm Hanna moved northwest and then north and passed over extreme southeast Louisiana near the mouth of the Mississippi River early on the 14th and made landfall near the Mississippi and Alabama border midday on the 14th with 50 mph winds.

Tropical Storm Hanna was an asymmetrical storm with the strongest winds confined to the east of the center.  As a result, no tropical storm force winds were observed at any land locations.  Rainfall amounts were less than 1 inch and no significant flooding occurred from high tides.",30
5320797,ORLEANS (ZONE), ,09/25/2002,1000,Tropical Storm, , ,0,0,6390000,0,LA,CST, ,1143963,Z,62,LIX,0,0,EMERGENCY MANAGER, , , , , , , , , , , , ,"","Tropical Storm Isidore moved steadily northward across the central Gulf of Mexico on September 24 and September 25, 2002 before moving ashore near Grand Isle early on the morning on Thursday, September 26, 2002. The tropical storm moved steadily north across southeast Louisiana and by the afternoon of September 26 was located in central Mississippi downgraded to a tropical depression. Tropical Storm Isidore had a large circulation with tropical storm force winds extending several hundreds of miles from its center. Prior to moving onto the Yucatan Peninsula earlier in the week and weakening, Isidore was classified as a major hurricane.  Swells from the distant hurricane resulted in rip tides along the northern Gulf of Mexico, with a 41 year old man drowning on the afternoon of Sunday, Sept 22, 2002 at Port Fourchon, Lafouche Parish.   

 The large circulation caused a significant storm surge over a large area for a tropical storm. Tide levels were 4 to 6 feet above normal across much of southeast Louisiana from Grand Isle eastward to the Pearl River. Storm surge flooding occurred outside of the hurricane protection levees across Lafourche, Jefferson, Plaquemine, St. Bernard, and Orleans Parishes, inundating roadways and flooding some non-elevated structures. Across Lake Pontchartrain and Lake Maurepas, storm surge of 4 to 5 feet above normal were measured. Low lying areas, roadways and some non-elevated structures in parishes surrounding Lake Pontchartrain and Maurepas were flooded. St. Tammany Parish was particularly hard hit with storm surge flooding when the Isidore moved north of the area, and the winds shifted to a southwest direction causing water levels to rapidly increase along the north shore  of Lake Pontchartrain on the morning of Thursday, September 26, 2000. The storm surge overtopped or breached a small local levee system in southern portions of Slidell causing water to flood several hundred homes.   Approximately 1000 homes were flooded in the parish from either storm surge, river flooding, or from flooding from heavy rain

Rainbands associated with Tropical Storm Isidore produced heavy rainfall in a wide area prior to and shortly after landfall. The greater New Orleans area, was particularly hard hit on the late afternoon and early evening Wednesday, September 25, 2002. Four to eight inches of rainfall occurred within 6 hours time. Drainage systems were overwhelmed by the heavy rain and numerous streets were flooded, automobiles were flooded, and water entered some homes. Portions of Terrebonne and Lafourche Parishes were also hard hit during the early morning of Thursday, September 26, 2002 with homes flooded when heavy rainfall overwhelmed drainage. Between 200 and 300 homes and businesses were reported flooded in Terrebonne Parish. Storm total rainfall of 10 to 15 inches were common across southeast Louisiana. 

Most areas recorded sustained winds of 35 to 45 mph with some gusts to 50 mph in sqaulls. The highest wind speeds were observed near the coast or tidal lakes.  Grand Isle, on the coast, recorded the highest wind gust of 71 mph.

A tornado touched down near Golden Meadow, Lafourche Parish, where a couple of sheriff's office patrol cars were damaged along with several storage buildings.

The Louisiana Office of Emergency Preparedness reported appoximately 2500 people sought refuge in approximately 40 shelters in the state. 

As of late November 2002, the Louisiana State Insurance Department reported that insurance industry has indicated that Tropical Storm Isidore had  resulted in $105 million in insured losses. Approximately 166,200 claims had been filed with private insurance companies.
A reliable estimate of uninsured losses had not been determined as of the end of November 2002. 
 


.",31
5320786,ORLEANS PAR.,COUNTYWIDE,09/25/2002,1430,Flash Flood, , ,0,0,0,0,LA,CST, ,1143963,C,71,LIX,0,0,BROADCAST MEDIA, , , , , , , ,COUNTYWIDE, , , , ,"","Tropical Storm Isidore moved steadily northward across the central Gulf of Mexico on September 24 and September 25, 2002 before moving ashore near Grand Isle early on the morning on Thursday, September 26, 2002. The tropical storm moved steadily north across southeast Louisiana and by the afternoon of September 26 was located in central Mississippi downgraded to a tropical depression. Tropical Storm Isidore had a large circulation with tropical storm force winds extending several hundreds of miles from its center. Prior to moving onto the Yucatan Peninsula earlier in the week and weakening, Isidore was classified as a major hurricane.  Swells from the distant hurricane resulted in rip tides along the northern Gulf of Mexico, with a 41 year old man drowning on the afternoon of Sunday, Sept 22, 2002 at Port Fourchon, Lafouche Parish.   

 The large circulation caused a significant storm surge over a large area for a tropical storm. Tide levels were 4 to 6 feet above normal across much of southeast Louisiana from Grand Isle eastward to the Pearl River. Storm surge flooding occurred outside of the hurricane protection levees across Lafourche, Jefferson, Plaquemine, St. Bernard, and Orleans Parishes, inundating roadways and flooding some non-elevated structures. Across Lake Pontchartrain and Lake Maurepas, storm surge of 4 to 5 feet above normal were measured. Low lying areas, roadways and some non-elevated structures in parishes surrounding Lake Pontchartrain and Maurepas were flooded. St. Tammany Parish was particularly hard hit with storm surge flooding when the Isidore moved north of the area, and the winds shifted to a southwest direction causing water levels to rapidly increase along the north shore  of Lake Pontchartrain on the morning of Thursday, September 26, 2000. The storm surge overtopped or breached a small local levee system in southern portions of Slidell causing water to flood several hundred homes.   Approximately 1000 homes were flooded in the parish from either storm surge, river flooding, or from flooding from heavy rain

Rainbands associated with Tropical Storm Isidore produced heavy rainfall in a wide area prior to and shortly after landfall. The greater New Orleans area, was particularly hard hit on the late afternoon and early evening Wednesday, September 25, 2002. Four to eight inches of rainfall occurred within 6 hours time. Drainage systems were overwhelmed by the heavy rain and numerous streets were flooded, automobiles were flooded, and water entered some homes. Portions of Terrebonne and Lafourche Parishes were also hard hit during the early morning of Thursday, September 26, 2002 with homes flooded when heavy rainfall overwhelmed drainage. Between 200 and 300 homes and businesses were reported flooded in Terrebonne Parish. Storm total rainfall of 10 to 15 inches were common across southeast Louisiana. 

Most areas recorded sustained winds of 35 to 45 mph with some gusts to 50 mph in sqaulls. The highest wind speeds were observed near the coast or tidal lakes.  Grand Isle, on the coast, recorded the highest wind gust of 71 mph.

A tornado touched down near Golden Meadow, Lafourche Parish, where a couple of sheriff's office patrol cars were damaged along with several storage buildings.

The Louisiana Office of Emergency Preparedness reported appoximately 2500 people sought refuge in approximately 40 shelters in the state. 

As of late November 2002, the Louisiana State Insurance Department reported that insurance industry has indicated that Tropical Storm Isidore had  resulted in $105 million in insured losses. Approximately 166,200 claims had been filed with private insurance companies.
A reliable estimate of uninsured losses had not been determined as of the end of November 2002. 
 


.",32
5322589,ORLEANS (ZONE), ,10/02/2002,1800,Hurricane (Typhoon), , ,0,0,5540000,0,LA,CST, ,1144604,Z,62,LIX,0,0,EMERGENCY MANAGER, , , , , , , , , , , , ,"","Hurricane Lili, a major hurricane over the Gulf of Mexico, during the daylight hours of October 2, 2002 moved steadily northwest around 15 mph toward the Louisiana coast during the evening hour. The hurricane weakened rapidly to a Saffir Simpson Scale Category 1 Hurricane by the time it made landfall during the morning of October 3rd along the south central Louisiana coast. The hurricane continued to moved north northwest across south central Louisiana before turning northeast across the northern portion of the state.  Due to the rapid weakening, no sustained hurricane force winds were measured in southeast Louisiana.  However, storm surge was significant across the southeast Louisiana coastal areas and tidal lakes. Storm surge tides were 3 to 5 feet above normal across much of coastal southeast Louisiana except 4 to 7 feet above normal across south Lafourche and Terrebonne Parishes, closer to the location where the hurricane made landfall. 

Storm surge caused the most damage in Terrebonne Parish where many communities situated along bayous in the southern portion of the parish received considerable flooding. Storm surge also overtopped or breached several locally built drainage levees during the morning hours of October 4th. Particularly hard hit was the community of Montegut where many homes were flooded several feet deep. Over a thousand homes and businesses in Terrebonne Parish sustained some type of water damage due to storm surge. 

Storm surge flooding was also reported in southern Lafourche Parish where areas outside of the Larose-Golden Meadow were inundated by storm surge flooding.  Grand Isle also was hit with considerable storm surge and beach erosion. 

Considerable flooding of roadways and low lying structures was reported in many areas in coastal southeast Louisiana outside of the hurricane protection levees. Along Lake Pontchartrain and Maurepas, low lying roadways and structures were also flooded, many having been flooded a week earlier due to Tropical Storm Isidore. 

No sustained hurricane force winds were measured across southeast Louisiana. Highest wind gusts recorded on October 3rd included: Houma 61 mph at 0200 CST, Paincourtville 61 mph at 0700 CST, New Orleans Louis Armstrong Intl Airport  51 mph at 0400 CST, Baton Rouge 47 mph at 1117 CST, and Mid Lake Pontchartrain Causeway 69 mph at 0530 CST.

Strong wind gusts downed trees and large tree branches across much of southeast Louisiana. Property damage occurred when the trees and tree limbs fell onto houses and automobiles. In St. Tammany Parish, one man was injured when a tree fell on the mobile home in which he was living. In Point Coupee Parish, the emergency manager reported 800 to 1000 trees were blown down.  

Several short lived tornadoes touched down producing only minor property damage. Heavy rainfall was not widespread, in part due to the rapid movement of the hurricane away from the area. Flash flooding occurred in only a couple of areas.",33
5325985,ORLEANS (ZONE), ,12/12/2002,1830,High Wind, , ,0,0,1000,0,LA,CST, ,1145672,Z,62,LIX,0,0,LAW ENFORCEMENT, , , , , , , , , , , , ,"","",34
5325983,ORLEANS (ZONE), ,12/12/2002,1834,High Wind,45, ,0,0,0,0,LA,CST,M,1145671,Z,62,LIX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , , , , , ,"A non thunderstorm wind gust of 52 mph was recorded at the New Orleans Lakefront Airport.","",35
5367157,ORLEANS PAR.,NEW ORLEANS,06/19/2003,1130,Flash Flood, , ,0,0,150000,0,LA,CST, ,1156287,C,71,LIX,0,0,NEWSPAPER, , , , , , , ,NEW ORLEANS, , , , ,"Rainfall amounts of up to six inches in a 90 minute time period resulted flooding of numerous streets and a few homes and businesses in areas of New Orleans.  The French Quarter, the Central Business District, and the Uptown area were particularly hard hit.  Numerous cars were flooded.","",36
5367158,ORLEANS PAR.,NEW ORLEANS,06/24/2003,1200,Heavy Rain, , ,0,0,0,0,LA,CST, ,1156288,C,71,LIX,0,0,NEWSPAPER, , , , , , , ,NEW ORLEANS, , , , ,"Rainfall amounts of more than two inches in less than an hour resulted in the flooding of several streets in portions of New Orleans including the French Quarter and Central Business District.","",37
5367661,ORLEANS (ZONE), ,06/30/2003,600,Tropical Storm, , ,0,0,2000000,0,LA,CST, ,1156263,Z,62,LIX,0,0,OTHER FEDERAL AGENCY, , , , , , , , , , , , ,"","",38
5366949,ORLEANS PAR.,COUNTYWIDE,06/30/2003,1000,Flash Flood, , ,0,0,130000,0,LA,CST, ,1156263,C,71,LIX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE, , , , ,"","",39
5366947,ORLEANS PAR.,LAKE CATHERINE,06/30/2003,1145,Tornado, ,F0,0,0,5000,0,LA,CST, ,1156263,C,71,LIX,0,0,BROADCAST MEDIA, ,.2,30, , , , ,LAKE CATHERINE,30.13,-89.68,30.13,-89.68,"A weak tornado touched down in the Lake Catherine area tearing off portion of roof and damaging an auto.","",40
5367954,ORLEANS (ZONE), ,06/30/2003,1400,Storm Surge/Tide, , ,0,0,100000,0,LA,CST, ,1156263,Z,62,LIX,0,0,COASTAL OBSERVING STATION, , , , , , , , , , , , ,"","",41
5372807,ORLEANS PAR.,COUNTYWIDE,07/03/2003,1030,Heavy Rain, , ,0,0,0,0,LA,CST, ,1157440,C,71,LIX,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE, , , , ,"","Thunderstorms producing heavy rain resulted in street flooding in areas of New Orleans and Metairie.",42
5372810,ORLEANS PAR.,NEW ORLEANS,07/11/2003,1530,Heavy Rain, , ,0,0,0,0,LA,CST, ,1157442,C,71,LIX,0,0,NEWSPAPER, , , , , , , ,NEW ORLEANS, , , , ,"","Thunderstorms producing heavy rain resulted in street flooding in areas of New Orleans and northern St. Bernard Parish.",43
5372711,ORLEANS PAR.,NEW ORLEANS,07/17/2003,1420,Thunderstorm Wind,50, ,0,0,3000,0,LA,CST,EG,1157419,C,71,LIX,0,0,BROADCAST MEDIA, , , , , , , ,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"Thunderstorm winds toppled a retaining wall and knocked down several trees.","",44
5335096,ORLEANS PAR.,NEW ORLEANS,11/18/2003,945,Thunderstorm Wind,50, ,0,0,8000,0,LA,CST,EG,1163831,C,71,LIX,0,0,EMERGENCY MANAGER, , , , , , , ,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"Thunderstorm winds blew down trees in several locations in the city and damaged a building on St. Claude Avenue.","",45
5386021,ORLEANS PAR.,NEW ORLEANS,02/04/2004,2230,Hail,1.75, ,0,0,0,0,LA,CST, ,1166247,C,71,LIX,0,0,BROADCAST MEDIA, , , , , , , ,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"Hail ranging in size from quarters to golfballs was observed at various locations around New Orleans.","",46
5392683,ORLEANS PAR.,(NEW)LKFRNT ARPT NEW,04/11/2004,420,Thunderstorm Wind,52, ,0,0,0,0,LA,CST,MG,1168482,C,71,LIX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,(NEW)LKFRNT ARPT NEW,30.05,-90.03,30.05,-90.03,"","",47
